,TCGA_SAMPLE_0000,TCGA_SAMPLE_0001,TCGA_SAMPLE_0002,TCGA_SAMPLE_0003,TCGA_SAMPLE_0004,TCGA_SAMPLE_0005,TCGA_SAMPLE_0006,TCGA_SAMPLE_0007,TCGA_SAMPLE_0008,TCGA_SAMPLE_0009,TCGA_SAMPLE_0010,TCGA_SAMPLE_0011,TCGA_SAMPLE_0012,TCGA_SAMPLE_0013,TCGA_SAMPLE_0014,TCGA_SAMPLE_0015,TCGA_SAMPLE_0016,TCGA_SAMPLE_0017,TCGA_SAMPLE_0018,TCGA_SAMPLE_0019,TCGA_SAMPLE_0020,TCGA_SAMPLE_0021,TCGA_SAMPLE_0022,TCGA_SAMPLE_0023,TCGA_SAMPLE_0024,TCGA_SAMPLE_0025,TCGA_SAMPLE_0026,TCGA_SAMPLE_0027,TCGA_SAMPLE_0028,TCGA_SAMPLE_0029,TCGA_SAMPLE_0030,TCGA_SAMPLE_0031,TCGA_SAMPLE_0032,TCGA_SAMPLE_0033,TCGA_SAMPLE_0034,TCGA_SAMPLE_0035,TCGA_SAMPLE_0036,TCGA_SAMPLE_0037,TCGA_SAMPLE_0038,TCGA_SAMPLE_0039,TCGA_SAMPLE_0040,TCGA_SAMPLE_0041,TCGA_SAMPLE_0042,TCGA_SAMPLE_0043,TCGA_SAMPLE_0044,TCGA_SAMPLE_0045,TCGA_SAMPLE_0046,TCGA_SAMPLE_0047,TCGA_SAMPLE_0048,TCGA_SAMPLE_0049,TCGA_SAMPLE_0050,TCGA_SAMPLE_0051,TCGA_SAMPLE_0052,TCGA_SAMPLE_0053,TCGA_SAMPLE_0054,TCGA_SAMPLE_0055,TCGA_SAMPLE_0056,TCGA_SAMPLE_0057,TCGA_SAMPLE_0058,TCGA_SAMPLE_0059,TCGA_SAMPLE_0060,TCGA_SAMPLE_0061,TCGA_SAMPLE_0062,TCGA_SAMPLE_0063,TCGA_SAMPLE_0064,TCGA_SAMPLE_0065,TCGA_SAMPLE_0066,TCGA_SAMPLE_0067,TCGA_SAMPLE_0068,TCGA_SAMPLE_0069,TCGA_SAMPLE_0070,TCGA_SAMPLE_0071,TCGA_SAMPLE_0072,TCGA_SAMPLE_0073,TCGA_SAMPLE_0074,TCGA_SAMPLE_0075,TCGA_SAMPLE_0076,TCGA_SAMPLE_0077,TCGA_SAMPLE_0078,TCGA_SAMPLE_0079,TCGA_SAMPLE_0080,TCGA_SAMPLE_0081,TCGA_SAMPLE_0082,TCGA_SAMPLE_0083,TCGA_SAMPLE_0084,TCGA_SAMPLE_0085,TCGA_SAMPLE_0086,TCGA_SAMPLE_0087,TCGA_SAMPLE_0088,TCGA_SAMPLE_0089,TCGA_SAMPLE_0090,TCGA_SAMPLE_0091,TCGA_SAMPLE_0092,TCGA_SAMPLE_0093,TCGA_SAMPLE_0094,TCGA_SAMPLE_0095,TCGA_SAMPLE_0096,TCGA_SAMPLE_0097,TCGA_SAMPLE_0098,TCGA_SAMPLE_0099
GENE_00000,396.8600328908271,,536.7499946082329,,92.00552237526146,92.00854347663574,3458.4679519113324,681.9966929727292,57.46675338858158,0.0,58.16710361124717,57.8987527775383,238.43098410851502,3.20142127998858,4.666081711180154,47.730962294829084,19.384874748502586,0.0,23.905467524022885,8.719378372667771,2755.771967581688,93.55998201994446,168.20975796018962,8.505040417876447,49.47116138235014,0.0,14.704715073706167,311.5473668570144,44.206771144917745,82.0039855970985,44.1124531107362,5971.250924504816,143.0452338737413,20.80188502178911,893.8654770623755,15.01092345820925,261.9602190562807,3.425081334737314,12.110748556747858,255.74681170401928,755.5142374095325,243.03416470220998,136.8887978614503,94.46770928149269,8.965837179745355,0.0,68.66145125506317,0.0,342.9902584345798,5.075297560576141,329.84848258828276,79.86206074142478,44.550414852939284,586.2920499853153,1356.230597983607,1111.011015789708,32.202059821463344,0.0,334.61891909145686,1213.8540242883546,66.16270865605571,0.0,18.874192609192786,15.769098256559454,876.13230387125,0.0,166.18971697453722,1428.2654972460043,395.60739882642673,52.821100579338136,395.4172210554672,4159.804617508121,178.66243261210693,4387.160842375766,1.0178169047023577,993.2230498488613,228.43332849691998,105.54480464540536,0.0,3.603884974147396,123.69346846630083,392.0445162867232,3688.364234102635,68.07498483072062,38.09804797197816,70.36079121930965,,370.42554693284086,66.52846124458354,535.7593672143146,0.0,1332.004505152191,47.13633109575368,99.6661358790056,87.61339927547682,10.279178619531443,0.0,323.5199549669565,,120.05812320087968
GENE_00001,8.666056702635926,63.36202485799624,74.04894677545354,29.535732811127616,106.44026408550224,329.7243703674424,6390.240304058097,208.36908954883233,245.9814513215941,0.0,3.1664558052774923,139.36934948959617,165.77240118880738,20264.777824278495,100.02632696113209,268.60718543898525,0.0,14.193715202666427,1444.9080705732872,661.176891423475,714.9547432939787,23.8403718765203,2430.2367811365752,8.903578057936562,475.26357178650903,0.0,20.268798831073788,47.34967194493172,179.37132180511819,53.688780061380335,6.6116185542845205,,17.558671370286795,444.8113803065772,27.429442988574007,3828.9055210429133,36.01584144795798,90.58987339764525,,14.713079111669613,271.8866729116147,2356.071695004196,6.92749999780317,,290.10155608021506,823.951121939051,14.535065564528942,12.299421643162793,489.9721720680619,312.4469869503254,284.7043197767888,344.9370323873701,,274.505929245577,310.01181608552406,41.33719212770106,7201.283037993976,445.02537739044425,15.924494718862853,641.3483030428216,24.559583044164345,832.6677258425096,1750.4997972578399,33.418205617742224,1184.6678572602157,393.8725266129431,993.53627361774,8524.811731131633,0.0,,32.39880025753225,0.0,0.0,0.0,333.7966085116024,1003.7685545768661,196.9902107799596,,113.05072206117255,,670.8093361628979,34.56477636674382,22.541662330878157,503.7575409424213,122.75919615443712,800.4317266837483,494.53874577064965,165.91779037183872,35.28870059146742,9.276235460429113,78.58024627096003,1064.1672431084385,294.51729868529094,15.889725332642628,271.377842879453,,32.76744132530209,261.0208956725862,215.63080068843078,19.515512392203696
GENE_00002,300.58484830520223,0.0,0.0,1209.2546470103684,9.344768001018377,22.522285162018562,411.67157562977604,410.64424361045343,411.68180093554406,326314.96095008915,460.32666184315565,1424.0876340922623,990.4494970397219,540.7396113679997,0.0,670.546996171976,31.327769899474816,91.51639504336134,55.66926809231955,173.1059144265293,15055.10603188744,3.5100313368969784,0.0,5.839958018101172,57.18499958256363,1297.3208657724285,167.1205467264387,17.024709600549986,35.147304581161414,572.121195042613,34.10425263024146,226.57421010097494,160.98304201215655,0.0,12561.019978584482,612.9623477908693,0.0,250.47875238252593,45.91962276931187,948.927250116797,35.354440145235024,137.13866724845735,473.63644063647877,0.0,15.64063996015913,0.0,66.72467631432936,46.702934567865725,5892.136516511223,387.77640141030406,13.85571188230376,1081.5920560894644,12025.418063747036,0.0,8.262486197294608,65.49654026259955,2173.9210792592994,41.89332621329034,419.097807241748,812.1894074921564,27.020734707353192,153.14952847606597,0.0,22.235501625681724,104.0976253138223,14.223550868062611,5023.9555477967315,10.988700266905921,0.0,0.0,3427.8784819184684,0.0,,195.9023604846101,26.954033445416087,483.64791845865295,285.79353468449443,57.78426449005542,220.68898932932976,88.81211390575943,240.85255536016007,,4578.761769567944,16.143528456956556,13673.52829771727,3.8689171172811125,141.68128486341894,622.5255459978446,336.6803580263472,,0.0,71.60381702549273,59.052137397331734,1049.7994724746618,391.9683999643691,48.0062428465442,1160.2026917944695,354.8692082158937,975.4261866004446,676.1452610185705
GENE_00003,,47.93247598141112,655.070301728439,498.14733235827885,140.94252209948712,185.8258820238937,1892.1804911757035,45.0157564960445,438.9344620947237,98.07868313346428,95.0870648553437,1323.0686527429766,765.8513175524644,747.8292096164431,2000.421054873322,153.26416999090978,574.8224974784584,79.01374599957376,281.0374840095449,113.28074899075018,178.42124163125797,483.2187266655687,28.608789164116367,9652.091454468078,19.650849865111095,0.0,1489.7701086103984,715.8572234152391,0.0,516.3817766008577,143.4034239529084,24.425962598735534,,44.529061504627116,1212.8217317608742,128.5542126324899,33.09794093265228,90.71237469438304,393.9911216306115,55.8693741187875,33.315564008167286,280.85538410498975,281.5749343491125,62.588347325450506,67.24810605427692,274.39408548805443,9.528590292297444,0.0,41.000203251901134,112.56953990145101,,3298.3509170949637,0.0,125.28465729426833,0.0,23.229121701974833,0.0,96.84852778146376,328.9489551592567,32.983372783904706,487.43575397858683,3699.4642563431453,138.78766422265974,,685.9148193569577,0.0,300.46618421001716,196.82894535105936,233.34136083752293,40.90002541999336,201.57683035406475,519.6454929556708,3496.219314769088,1307.264290121211,14235.799568044271,41.36582788147852,1098.5995658422228,276.9492464956315,15317.574659373526,38.11293331302479,0.0,57.87959829242524,2.7438411099655786,67.06351858804479,42.0510740863076,259.28758830176736,380.186607225227,8180.364027181227,,60.54233915077252,31.8271885256689,0.0,13.69024914566785,7480.596277120477,0.0,75.09837705364568,6.239382343654595,2878.1269604711424,152.63822237559796,0.0
GENE_00004,6.057517319719722,0.0,148.508582316318,161.4372525464841,59.74134982656093,510.7372219658522,17.372951613401796,110.54209299131419,186.9323177055747,0.0,0.0,15.500482722642657,6.834115190418672,,285.6545959458051,,3269.7189152494793,185.2126490152139,1554.2520601449753,168.20648689157957,9060.242822481501,4918.884397988354,89.3201452864394,1025.8709646990067,534.2731631690917,2269.7352315227504,21.33413622119927,0.0,1220.4858842405333,4.360890927544529,0.0,2.4885270642659543,85.74190520283716,724.5494244614173,3481.3644203914178,200.06754357313804,4481.425907549497,10.916359658482014,5.718466001393446,154.37274018032744,371.88935024108366,161.5922149920064,2.760967789071303,,12.69904083171569,658.3986271436431,359.1219264255279,26.329918914188557,61.72762933457338,20.739465329298913,152.1865805980768,1165.3189525742032,24.02304009721167,472.74611876559464,59.73691851269901,35.329552748511,139.26864234503014,21.757985111499497,57.006588898582514,15.716477454404261,8777.226360002216,185.11783541531094,42.56423942298941,264.65452283431034,137.80082798744576,110.88861926495078,655.5559487608355,873.2009148469208,66.42994654891702,0.0,0.0,1.921887782032055,9.269858617822475,2953.9507397222246,5151.718767691145,116.63835595936987,608.0542946478423,0.0,90663.65772345781,,148.6084610835352,28.390919867637795,7.723422630905259,0.0,42.285691300807684,11.16342526311297,52.66781162249457,22.06635929716698,5605.107543685214,1119.2675377250278,188.89758117639863,3703.518267936315,224.05394921590346,34.28067723856871,4037.570411721614,563.9526757001796,24.110753483732474,131.167206670276,33.311868520232345,12.079995141906785
GENE_00005,936.8380660413796,0.0,8.962240063918385,453.0913785950611,39.99963032789639,55.47345305483047,44.94176326795606,26.106225509459378,0.0,27.88963509104463,0.0,132.91092029605343,91.1274664636948,23.92749046109284,0.0,665.7656968855413,400.210126633411,20.801911071312475,179.2568980116881,660.4554001162103,5.213986822978118,435.6659305283152,39.0525366272622,460.058054842249,31.932906742568594,3.976456711134887,5.669327334130103,161.79421400774234,247.05237383172198,24.083382992713204,527.0736373342,5.296865475981517,128.76586473786,15.3088802272229,46.842609633382814,189.6656545577609,30.865490144615674,79.94623754725002,1290.8434036362817,54.41727875016908,917.6808669488621,18.012244150816286,497.737994139337,3082.828219994959,1.2301996414135137,35.046472119521724,547.0880295017878,114.93591296657802,362.40313083573176,51.54705568550458,205.13022913281768,126.35696990360313,1782.958941578718,286.9497614322763,338.8883800291351,75.6949565701241,65.05629802022864,72.62789603401275,379.6955514909207,74.32865212557422,307.9739434951522,10951.887160843116,985.0721364091796,89.87487293332663,1906.2501344525874,76.27267287872884,3.2573083079633096,25.5586964970375,4.551998695394641,95.02341018017549,199.1358013156444,5486.385159950724,369.076891286649,123.83489601680489,1008.2398982816641,2.304536644332574,307.4705678917038,896.8428396267359,9.973960638600406,1890.6166764848097,377.7161800875446,83.6443953902269,680.4225379197975,18007.362263329163,276.13303553443455,315.3210811345524,76.58708452488872,35.074049036942526,1010.1174451115593,34.6390826328267,221.4690225625293,73.83518346685764,500.2509656355915,374.0817898145137,1528.787384188006,69.2080686327535,111.87703671337046,0.0,78.93018535964207,
GENE_00006,667.8960741430311,23.238832688145443,836.6176789799939,2211.5105506799187,335.97110423340035,6271.350339736362,31.26742911241247,12.192804027281985,4.190059158062622,2928.495162007269,543.9659555675933,131.49725918373716,257.2613780172319,,19568.165385892968,,182.90098479574132,627.4654428346832,384.5884548009079,0.0,30.24123648778341,377.31940798637794,6337.276262079521,2166.775599886018,3556.4872308276304,52.864075053791865,20.30659499718055,114.2719930180907,164.28540260113223,1310.9906967712432,4.978985179643231,3131.4642618601447,107.14033887380273,73.45722960192738,22.788515799042507,6.301275812582167,894.9847101379355,199.75695467514623,13.072929830841254,0.0,88.13732133973247,4858.614126823404,102.64564982297401,,105.5283184672929,99.98481526068848,0.7840301369974124,154.7600315234387,108.70050132727515,694.2819848344468,6963.083288481659,1641.8772415156236,100.75462298191707,18.86698650722294,29649.041390500206,194.20267584820607,0.0,164.38566654255817,256.37340322545737,129.24949971608373,54.76993723384774,57.78606080666616,0.0,58.18432126038473,41.46185720906029,213.43363087827882,115.26061911210766,3886.0023296702034,0.9561988700393685,0.0,2319.995760459372,3.0354806696046803,96.71563394573627,0.0,11.497468294625573,40.50870450600839,20.821759325952293,6384.9002074173295,1247.0138329106921,,,20.06639870208415,67.22933733293699,510.75977637633827,16.658067514647446,798.8291655818098,118.68814891220329,90.69558120862554,,466.6954367657687,93.24383284599395,1950.4392039737086,22.08775973792883,657.8792909969777,628.510521292257,103.34339485621484,368.49100323025885,15.71983199345374,1218.2909448101661,132.60118036238416
GENE_00007,0.0,1197.718531236359,35.92624077973769,8.786643266213915,6.533200877197402,493.8220616460465,11.350895568403214,0.0,,0.0,224.12194138525496,121.1136216353699,49.4181209061481,326.49922635915027,136.3037628806037,1335.0968493670312,0.0,198.49400009247688,71.01782671966876,131.13982272961653,271.9882558376596,4.80577617962612,9.912380251180101,0.0,0.0,101.71641313661861,152.47844116485476,294.51170900616927,49.930697296344995,30.986322570077753,217.42323826276774,20.767926372597625,332.50698318690166,0.0,1351.2383418141897,443.9271317957939,287.87459036776465,1231.3266378045032,4824.268304247601,1311.8656936202242,4.3436586673878566,13.347265509131873,49.443386658074495,181.75280816249565,485.7934373383687,40.40598187637976,250.63532532451003,38.08039572677056,50.77630763099744,10.351622522292915,27.22127874711159,11.554745926846628,24.501123180592007,1419.0587231471127,25.833386064522944,33363.89466580149,462.7103518295151,249.66941778403339,30.992644625838942,700.0034232428088,54.55393329529844,220.18874180586704,28872.20201160315,,1718.164964416833,42.271479549014465,178.9619603563707,6625.966477072918,54.77402781910229,,,62.31590564345928,679.9135993964412,1342.460162099151,665.6541069611357,8.303696793867415,0.0,116.9928686431551,165.38620811475914,664.1409807701297,273.84226190578056,13.282688021919736,410.56980135834544,650.87768900437,0.0,1666.8846819851956,1017.3887364110473,,,6.925625585456281,,290.7679791410438,330.4012836128204,14.934188289374038,22.088059567680087,0.0,177.33488392298534,750.0588326749905,203.11798244744097,203.70289419707717
GENE_00008,,52.35596597636359,178.10921051912354,58.30015622938728,61.63087087956157,,229.16056012257235,56.410657712475434,1811.060024372907,24.55561993764856,0.0,0.0,0.0,,1157.299357230587,7.53105097991496,250.6997184857597,0.0,173.2478674776844,1237.8312069872322,52.225895294003294,0.0,14587.95690451826,71.12779791241911,60.289038696240844,2688.9990547597426,3460.954309350713,51.64716452589526,63.4201552022721,83.64537473111152,9.986701205241864,23.40270133912945,19.72474259587798,37.14652905890158,160.9503112843536,275.5846749974079,3833.242969335253,23.423912097010348,1235.350807662374,112.447649786274,156.26261904687874,665.2111113107355,0.0,370.65991050759027,,461.9090427695151,307.60077415157684,23413.4458754386,48.18199955345501,59.648652403184464,49.60960249639975,56.798574480610995,48.21601426068237,1860.3102033111893,2955.6502681655484,55.090257137403626,32.647044153957445,442.87899304432773,57.169433603751735,611.753303305109,258.86624720812574,0.0,3810.348254105057,0.0,50.647409566770996,79.44479251758064,339.9780421881099,374.67681669790187,716.4000912939599,10695.296344282304,134.72771250872387,38.88294657825414,12.164377411362164,44.4911446344665,179.6294838782848,6948.395018575937,68.16475580374131,300.2832378911207,185.7319416186552,2067.172063186183,30061.937150323018,66.38112184095577,72.11567068728033,1549.1660090236835,750.6452961937738,7712.247308192959,617.084904437679,93.55655041144392,625.442821750976,0.0,990.4056579134826,529.3756612339921,1620.515571251775,0.0,3045.645773525207,702.4470519337162,137.402433630191,0.0,2143.4419103378914,37.46019529015808
GENE_00009,307.200911459015,66.91865155811625,155.65546333216912,1895.161002647794,215.36914009296999,161.2616896214214,9.683690402400842,653.7091204520656,0.0,11121.826379991757,79.40798108193621,0.0,241.99636803731747,3446.318745451044,121.45748522940193,256.77453446763076,495.6888294861361,0.0,60.176873742802925,216.6613068518851,1258.176651919908,18.86153667138341,191.73125899452847,36.230949808237746,1603.9884832179189,6.9851155903836055,48.05334057868091,312.4920724333307,3365.067862310007,128.8507590921107,48.4124153888228,6326.291543767294,8.118355018156487,2.123049616361566,415.92059584389966,0.0,22.3762433716331,711.3598082054257,,55.82982389931581,13.327861173530238,987.7011014901158,633.2516044016185,141.47368654837453,6930.861913244444,20.29340454322577,8.16139511804462,0.0,157.47920752701222,280.6601102664881,106.4838521711711,348.8270566122154,14.117097030390283,3096.397675769633,146.37372476566955,1611.7198694951776,342.3782634424678,430.08028685191755,0.0,422.3703714544812,623.8506434631727,2462.10148593054,255.57292916599886,712.2813456436711,144.17013251565623,3073.8923299965813,49.61859428000441,7037.6607780907425,,10.974781479805367,247.98272391286014,49.15836067050811,1031.157617135883,52.03425718385465,78.63236521356794,4.384470168607526,77.67532301200077,1.5059013145107367,8.079618089813852,878.2923971525764,924.035572776865,449.4683212254421,27.748949011528676,174.46559170466065,190.55582077673006,18.923809173640457,3881.3831684677843,1109.7331205117334,,202.53686720845297,0.0,3.233873081805288,0.0,49.066756883321624,25.891383565478904,109.39330235581724,6992.00970936993,691.4812078469669,61.239491827698366,603.2404147246618
