0,1,2,3,4
-0.278721898482199,0.16506033212704171,0.2779952459337052,-0.040747861428165714,1.3791157462753847
-0.8580183582609682,0.8112477630292231,1.150288855152636,0.6308159211259242,1.3190664623962427
-1.3087966575241508,0.2221502778020419,0.39535203870468233,-0.2153020728964565,-0.34412687944655707
0.5031430310594768,-1.0319657015691142,0.9889978922075651,0.6104582729007157,-0.5321307478804419
-0.4515217085988146,-1.1515684027191324,-0.2840956442373227,-0.21098813209409753,0.5865617018350396
-0.1367643622515719,1.6413286284169846,-3.0322784493322703,0.07938773920230052,0.44098338086618744
-1.2412216584444318,0.26602159186989616,-0.38062910947476647,1.5294264696528466,-0.6346406546082561
-0.05587882892091619,0.08695937657333891,-1.8311738777233475,1.0038965066511552,-0.700749797608758
-0.44229148498866877,-0.5746428557278297,-1.644627450144751,-0.4314693023904228,0.7078064487444694
0.4075074312832484,2.1466531309537937,-0.049445194836541945,-0.19403259046459742,0.7073820367926625
